Ticker;Nom;SUB_IND_GICS;IND_GICS;REGION_NAME;CUR_MKT_CAP;CURR_ENTP_VAL;NET_INCOME_FIRM;SALES_REV_TURN;NET_REV;GROSS_PROFIT;EBIT;EBITDA;NET_DEBT;CURRENT_EV_TO_T12M_EBIT;CURRENT_EV_TO_T12M_EBITDA;PX_TO_SALES_RATIO;TRAIL_12M_NET_SALES;CURRENT_EV_TO_12M_SALES;PE_RATIO;NUM_OF_EMPLOYEES;SUSTAIN_GROWTH_RT;PROF_MARGIN;;Datetime of data import
LESL UW Equity;Leslie's Inc;Specialty Stores;Consumer Discretionary;United States;3470074317;4420,067317;153,3458412;1342,917;#N/A N/A;595,16;209,085;303,768;670,276;19,87529708;14,56134554;2,591244222;1382,734;3,196614329;25,24340462;3700;#N/A N/A;9,429771162;;
OLP UN Equity;One Liberty Properties Inc;Diversified REITs;Real Estate;United States;634895336,2;1034,717336;#N/A N/A;82,74;#N/A N/A;#N/A N/A;30,604;58,738;398,876;33,50312199;17,6158081;7,297189471;82,74;12,50564825;52,29417556;9;-5,783172662;46,96277496;;
ALGM UW Equity;Allegro MicroSystems Inc;Semiconductors;Information Technology;United States;4770634756;4553,842756;#N/A N/A;591,207;#N/A N/A;278,902;12,158;60,465;-172,214;36,18497371;25,92005576;6,406277744;743,489;6,124963189;43,23788554;3874;16,12514758;3,036669052;;
NCR UN Equity;NCR Corp;Application Software;Information Technology;United States;5070429000;10978,429;179,1267606;7156;#N/A N/A;1893;474;1122;5629;21,97850683;9,784696078;0,684183579;7156;1,534157211;19,25741102;38000;7,046541975;1,355505869;;
OTTR UW Equity;Otter Tail Corp;Electric Utilities;Utilities;United States;2533373630;3406,47363;208,1415708;1196,844;#N/A N/A;583,738;249,708;346,364;873,1;13,58744631;9,834952912;2,110939529;1196,845;2,846213567;14,39479891;2487;12,69111865;14,76959403;;
PRK UA Equity;Park National Corp;Regional Banks;Financials;United States;2216807863;#N/A N/A;#N/A N/A;475,797;459,837;#N/A N/A;#N/A N/A;#N/A N/A;222,155;#N/A N/A;#N/A N/A;4,679794602;475,797;#N/A N/A;14,27645015;1755;6,502118251;33,47816726;;
CATC UR Equity;Cambridge Bancorp;Regional Banks;Financials;United States;590136180,5;#N/A N/A;#N/A N/A;177,838;172,305;#N/A N/A;#N/A N/A;#N/A N/A;-129,772;#N/A N/A;#N/A N/A;3,298550818;177,838;#N/A N/A;10,91531851;372;8,744383236;31,35370419;;
NMRK UW Equity;Newmark Group Inc;Real Estate Services;Real Estate;United States;3794084293;4977,014293;#N/A N/A;2906,443;2906,443;#N/A N/A;22,07;218,699;1161,983;123,9144873;22,75737106;1,037291122;2906,443;1,712407329;6,246474377;6200;75,88625138;25,82978576;;
SANM UW Equity;Sanmina Corp;Electronic Manufacturing Services;Information Technology;United States;2552428197;2302,211197;286,1286001;6756,643;#N/A N/A;551,805;281,3;411,956;-263,898;8,016781452;5,575414235;0,38678557;6758,719;0,340628335;11,20945743;35000;15,71216844;3,981237428;;
RNST UW Equity;Renasant Corp;Regional Banks;Financials;United States;2014368836;#N/A N/A;#N/A N/A;695,669;650,985;#N/A N/A;#N/A N/A;#N/A N/A;-1325,742;#N/A N/A;#N/A N/A;2,911701733;695,669;#N/A N/A;11,24570228;2409;5,386611268;27,01936297;;
PKOH UW Equity;Park-Ohio Holdings Corp;Industrial Machinery;Industrials;United States;188245359,5;809,2453595;#N/A N/A;1295,2;#N/A N/A;168,6;15,7;68,4;562,7;49,04517331;14,90322946;0,125496494;1428,5;0,566500077;38,67770797;750;#N/A N/A;-0,347436689;;
MDXG UR Equity;MiMedx Group Inc;Biotechnology;Health Care;United States;493258648,4;551,8116484;#N/A N/A;258,615;#N/A N/A;215,332;-5,035;1,475;-33,941;#N/A N/A;374,1095921;1,873461645;258,615;2,133718649;#N/A N/A;735;#N/A N/A;-3,97695416;;
CTBI UW Equity;Community Trust Bancorp Inc;Regional Banks;Financials;United States;759176097,2;#N/A N/A;#N/A N/A;238,632;223,542;#N/A N/A;#N/A N/A;#N/A N/A;31,053;#N/A N/A;#N/A N/A;3,163930738;238,632;#N/A N/A;8,552382944;974;8,191304784;39,33891618;;
FIZZ UW Equity;National Beverage Corp;Soft Drinks;Consumer Staples;United States;3594814703;3643,110703;174,146;1072,21;#N/A N/A;421,616;227,825;259,022;-149,952;16,96103087;14,84167072;3,75064695;1114,896;3,267668646;25,77250562;1550;62,57074216;16,24178099;;
NABL UN Equity;N-able Inc;Systems Software;Information Technology;United States;1778645193;2089,940193;#N/A N/A;346,456;#N/A N/A;294,024;33,33;72,545;311,295;60,46731879;28,80887991;4,780345722;346,456;6,03233944;63,72135499;1399;0,018086482;0,032615974;;
PTSI UQ Equity;PAM Transportation Services Inc;Trucking;Industrials;United States;765900000;930,244;82,51680117;707,12;#N/A N/A;232,073;100,205;155,217;164,344;9,277319413;5,993183736;1,109555075;707,12;1,315539088;11,15529398;2653;41,80162856;10,82079421;;
PTC UW Equity;PTC Inc;Application Software;Information Technology;United States;11946666106;13296,58711;#N/A N/A;1807,159;#N/A N/A;1436,057;380,748;498,844;1321,738;37,71150697;28,08908661;6,514309081;1835,83;7,242820472;21,70860686;6709;28,96691865;26,3907603;;
GOOG UW Equity;Alphabet Inc;Interactive Media & Services;Communication Services;United States;1,67896E+12;1567817,907;76322,94002;257637;#N/A N/A;146698;78714;93854;-111141;#N/A Field Not Applicable;#N/A Field Not Applicable;#N/A Field Not Applicable;257637;#N/A Field Not Applicable;#N/A Field Not Applicable;156500;32,06932403;29,51167728;;
WKHS UR Equity;Workhorse Group Inc;Automobile Manufacturers;Consumer Discretionary;United States;464883994,5;288,3053145;#N/A N/A;-0,851922;#N/A N/A;-133,344032;-185,114854;-183,206435;-176,57868;#N/A N/A;#N/A N/A;#N/A N/A;-0,851922;#N/A N/A;#N/A N/A;221;#N/A N/A;#N/A N/A;;
QDEL UW Equity;Quidel Corp;Health Care Supplies;Health Care;United States;4324086446;3596,956446;708,6890126;1698,551;#N/A N/A;1270,895;906,065;975,81;-727,13;3,948330194;3,68612378;2,553498229;1698,551;2,117661728;6,227237117;1600;43,17669942;41,46039772;;
LUCD UQ Equity;Lucid Diagnostics Inc;Health Care Equipment;Health Care;United States;114474892,2;114,3636372;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-8,279517;#N/A N/A;-0,111255;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
LPX UN Equity;Louisiana-Pacific Corp;Forest Products;Materials;United States;5641665901;5684,665901;1387,677437;4553;#N/A N/A;2070;1824;1954;39;3,113486489;2,909245599;1,399455842;4553;1,248553899;4,677120261;4800;102,3613049;30,2437953;;
DORM UW Equity;Dorman Products Inc;Auto Parts & Equipment;Consumer Discretionary;United States;3056768931;3299,854931;#N/A N/A;1345,249;#N/A N/A;462,916;171,551;206,744;243,086;19,23541647;15,96106746;2,29314058;1345,249;2,452969622;21,59757446;3360;14,72679485;9,777520742;;
LXFR UN Equity;Luxfer Holdings PLC;Industrial Machinery;Industrials;United Kingdom;501042796,8;582,6427968;32,62711864;374,1;#N/A N/A;96;36,2;51,8;81,6;16,09510488;11,24793044;1,347623025;374,1;1,55745201;16,81355502;#N/A N/A;-0,535915546;8,019246191;;
AMPH UW Equity;Amphastar Pharmaceuticals Inc;Pharmaceuticals;Health Care;United States;1648548658;1624,658658;62,78400729;437,768;#N/A N/A;199,739;69,887;97,701;-23,89;22,89896486;16,62888463;3,737442331;437,768;3,711232108;33,78408545;1761;14,65297207;14,18925093;;
DTIL UW Equity;Precision BioSciences Inc;Biotechnology;Health Care;United States;219066141,7;67,68414174;#N/A N/A;24,285;#N/A N/A;#N/A N/A;-109,828;-99,129;-79,279;#N/A N/A;#N/A N/A;1,757187511;118,036;0,57341948;#N/A N/A;231;#N/A N/A;-448,8614371;;
JBSS UW Equity;John B Sanfilippo & Son Inc;Packaged Foods & Meats;Consumer Staples;United States;925978594,3;978,2525943;60,81952493;858,482;#N/A N/A;184,987;85,178;98,182;25,907;11,63077191;#N/A N/A;1,03515684;894,17;1,094034238;16,16687913;1370;#N/A N/A;6,958911194;;
CVNA UN Equity;Carvana Co;Automotive Retail;Consumer Discretionary;United States;18089320177;21831,32018;#N/A N/A;12814;#N/A N/A;1929;-104;63;5400;#N/A N/A;346,5288917;0,717013953;12814;1,703708458;#N/A N/A;#N/A N/A;#N/A N/A;-1,053535196;;
TWOU UW Equity;2U Inc;Education Services;Consumer Discretionary;United States;772668750;1497,70375;#N/A N/A;945,682;#N/A N/A;807,134;-167,438;-40,546;725,035;#N/A N/A;#N/A N/A;0,79809248;945,682;1,583728727;#N/A N/A;6220;#N/A N/A;-20,59529525;;
EEX UN Equity;Emerald Holding Inc;Advertising;Communication Services;United States;244109426,9;947,5846269;#N/A N/A;145,5;#N/A N/A;90;-63,1;-10,3;303,4;#N/A N/A;#N/A N/A;1,692318188;145,5;6,512609119;#N/A N/A;600;#N/A N/A;-53,67697595;;
PDFS UW Equity;PDF Solutions Inc;Semiconductor Equipment;Information Technology;United States;969449823,8;836,2398238;#N/A N/A;111,06;#N/A N/A;66,867;-19;-7,588;-133,21;#N/A N/A;#N/A N/A;8,599431474;111,06;7,52962204;#N/A N/A;407;#N/A N/A;-19,34810013;;
LSTR UW Equity;Landstar System Inc;Trucking;Industrials;United States;5625156132;5604,189132;384,5476468;6540,425;#N/A N/A;868,94;505,668;553,645;-20,967;11,11862869;10,1223512;0,881126699;6540,425;0,856853971;15,15262498;1399;12,13506018;5,833321229;;
RGEN UW Equity;Repligen Corp;Life Sciences Tools & Services;Health Care;United States;9299995273;9062,234273;138,9140292;670,534;#N/A N/A;391,254;167,249;215,534;-237,761;53,35460464;42,04549757;13,79488187;670,534;13,51495118;64,6158516;1128;7,82448981;19,13266143;;
OUT UN Equity;Outfront Media Inc;Specialized REITs;Real Estate;United States;3947098624;8035,198624;#N/A N/A;1463,9;#N/A N/A;1461,2;168,3;724,7;3691,7;32,88607181;11,08762057;2,681811254;1463,9;5,488898575;183,3796466;2181;3,618070024;2,4318601;;
SBCF UW Equity;Seacoast Banking Corp of Florida;Regional Banks;Financials;United States;2186020422;#N/A N/A;#N/A N/A;354,971;346,752;#N/A N/A;#N/A N/A;#N/A N/A;-506,188;#N/A N/A;#N/A N/A;5,695153658;354,971;#N/A N/A;15,44684104;989;8,060051916;35,87664959;;
SEB UA Equity;Seaboard Corp;Packaged Foods & Meats;Consumer Staples;United States;4503822520;4920,82252;581,6713836;9229;#N/A N/A;818;458;790;399;10,74415397;6,228889266;0,488007641;9229;0,533191301;7,901455684;13200;13,5478368;6,176183769;;
SGC UQ Equity;Superior Group of Cos Inc;Apparel, Accessories & Luxury Goods;Consumer Discretionary;United States;287230864,1;398,1558641;28,24319377;536,986;#N/A N/A;186,014;34,347;43,638;110,925;11,53166033;9,124063065;0,511929171;536,986;0,741464143;10,49833769;4600;6,968485515;5,072757949;;
SJW UN Equity;SJW Group;Water Utilities;Utilities;United States;1989262690;3572,18069;108,2115838;573,686;#N/A N/A;461,944;111,159;207,633;1582,918;32,13577569;17,20430129;3,399006936;573,686;6,22671756;37,1712561;751;2,699592696;10,54200381;;
CRMT UW Equity;America's Car-Mart Inc/TX;Automotive Retail;Consumer Discretionary;United States;559349128,2;990,5471282;109,4218228;808,065;#N/A N/A;328,912;30,716;42,435;285,917;93,42140226;37,84614405;0,570005136;999,567;0,990976221;5,473078554;1850;27,06123543;12,88745336;;
OCX UQ Equity;Oncocyte Corp;Biotechnology;Health Care;United States;113002089,9;82,1700899;#N/A N/A;7,727;#N/A N/A;0,188;-74,212;-70,007;-30,832;#N/A N/A;#N/A N/A;14,2467033;7,727;10,63415166;#N/A N/A;110;#N/A N/A;-829,5198654;;
SRCE UW Equity;1st Source Corp;Regional Banks;Financials;United States;1280655507;#N/A N/A;#N/A N/A;354,864;336,73;#N/A N/A;#N/A N/A;#N/A N/A;-191,293;#N/A N/A;#N/A N/A;3,534501222;354,956;#N/A N/A;10,6844351;#N/A N/A;9,43349319;35,20149675;;
STAA UQ Equity;STAAR Surgical Co;Health Care Supplies;Health Care;United States;2782186666;2614,541666;24,53074182;230,472;#N/A N/A;178,637;33,339;40,326;-167,645;76,76007733;64,83513531;11,93867848;230,472;11,344292;114,8872195;806;10,75123963;10,63079246;;
WSFS UW Equity;WSFS Financial Corp;Thrifts & Mortgage Finance;Financials;United States;3374861657;#N/A N/A;#N/A N/A;641,849;619,129;#N/A N/A;#N/A N/A;#N/A N/A;-1133,936;#N/A N/A;#N/A N/A;3,827321742;641,849;#N/A N/A;9,098561809;1839;12,9454391;43,84255947;;
SYBT UW Equity;Stock Yards Bancorp Inc;Regional Banks;Financials;United States;1567668469;#N/A N/A;#N/A N/A;242,926;236,924;#N/A N/A;#N/A N/A;#N/A N/A;-858,944;#N/A N/A;#N/A N/A;5,523243176;242,926;#N/A N/A;18,23452483;820;9,336961206;31,50588374;;
ACHC UW Equity;Acadia Healthcare Co Inc;Health Care Facilities;Health Care;United States;5915548310;7496,32931;#N/A N/A;2314,394;#N/A N/A;#N/A N/A;377,403;512,353;1515,393;19,54189861;14,63118067;2,523917714;2314,394;3,239003087;23,64034028;22500;8,631984324;8,236929408;;
BCOV UW Equity;Brightcove Inc;Internet Services & Infrastructure;Information Technology;United States;281483940,1;261,1459401;5,397;211,093;#N/A N/A;138,065;7,574;20,196;-20,338;30,44197387;12,93057735;1,315081108;211,093;1,237113216;52,07895973;687;6,137767113;2,556693022;;
KD UN Equity;Kyndryl Holdings Inc;IT Consulting & Other Services;Information Technology;United States;2528362918;3538,362918;#N/A N/A;18657;#N/A N/A;2087;-1823;792;1010;#N/A N/A;4,467629947;0,135250365;18657;0,18965337;#N/A N/A;#N/A N/A;#N/A N/A;-12,42965107;;
CDMO UR Equity;Avid Bioservices Inc;Biotechnology;Health Care;United States;1175612424;1333,995424;12,376;95,868;#N/A N/A;29,307;12,243;18,847;-51,722;71,3081171;53,29799129;10,15702924;115,977;11,50224117;112,4610959;252;#N/A N/A;11,69524763;;
CCXI UW Equity;ChemoCentryx Inc;Biotechnology;Health Care;United States;1585413120;1394,19612;#N/A N/A;32,224;#N/A N/A;31,922;-129,919;-120,547;-191,217;#N/A N/A;#N/A N/A;48,48495264;32,224;43,26576838;#N/A N/A;178;#N/A N/A;-408,8722691;;
NG UA Equity;Novagold Resources Inc;Gold;Materials;Canada;2523548055;2470,555055;#N/A N/A;0;#N/A N/A;0;-36,835;-36,828;-52,993;#N/A Field Not Applicable;#N/A Field Not Applicable;#N/A Field Not Applicable;0;#N/A Field Not Applicable;#N/A Field Not Applicable;14;#N/A N/A;#N/A N/A;;
THFF UW Equity;First Financial Corp/IN;Regional Banks;Financials;United States;583639336,8;#N/A N/A;#N/A N/A;194,282;185,485;#N/A N/A;#N/A N/A;#N/A N/A;-567,586;#N/A N/A;#N/A N/A;3,174286013;194,282;#N/A N/A;11,67594736;883;-0,672778002;28,56673046;;
KDP UW Equity;Keurig Dr Pepper Inc;Soft Drinks;Consumer Staples;United States;52592402892;65301,40289;2529,309507;12683;#N/A N/A;6977;2894;3722;12709;22,3426512;17,54470792;4,139573654;12683;5,148734755;25,12041957;27500;6,02106485;16,920287;;
TISI UN Equity;Team Inc;Environmental & Facilities Services;Industrials;United States;45672285,38;460,6972854;#N/A N/A;852,539;#N/A N/A;238,711;-217,362;-145,023;357,492;#N/A N/A;#N/A N/A;0,038334196;858,204;0,536815589;#N/A N/A;5400;#N/A N/A;-27,82312598;;
EBTC UW Equity;Enterprise Bancorp Inc/MA;Regional Banks;Financials;United States;470574574,1;#N/A N/A;#N/A N/A;167,14;159,663;#N/A N/A;#N/A N/A;#N/A N/A;-347,115;#N/A N/A;#N/A N/A;2,804288175;167,14;#N/A N/A;11,03772445;536;9,564597598;26,41250634;;
GMTX UQ Equity;Gemini Therapeutics Inc;Biotechnology;Health Care;United States;63948075,32;-67,27492468;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-69,002;-68,771;-131,223;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;;
TRC UN Equity;Tejon Ranch Co;Diversified Real Estate Activities;Real Estate;United States;460296947,9;481,1109479;#N/A N/A;55,613;#N/A N/A;9,583;-0,26;4,334;5,452;#N/A N/A;111,0085251;8,256783055;55,613;8,651051874;85,03227277;90;1,22785589;9,616456584;;
HBCP UW Equity;Home Bancorp Inc;Thrifts & Mortgage Finance;Financials;United States;337371753,4;#N/A N/A;#N/A N/A;123,173;117,26;#N/A N/A;#N/A N/A;#N/A N/A;-570,207;#N/A N/A;#N/A N/A;2,7060088;123,173;#N/A N/A;6,97928265;#N/A N/A;11,74881777;41,46426744;;
HST UW Equity;Host Hotels & Resorts Inc;Hotel & Resort REITs;Real Estate;United States;12904692235;17683,69223;#N/A N/A;2890;#N/A N/A;#N/A N/A;-250;512;4648;#N/A N/A;34,5384614;4,444268905;2890;6,118924649;#N/A N/A;160;-0,172386773;-0,380622837;;
HTBI UW Equity;HomeTrust Bancshares Inc;Regional Banks;Financials;United States;503166585,9;#N/A N/A;#N/A N/A;158,554;143,143;#N/A N/A;#N/A N/A;#N/A N/A;29,814;#N/A N/A;#N/A N/A;3,094735426;158,29;#N/A N/A;21,86734515;551;4,777268604;10,95058787;;
TRNS UQ Equity;Transcat Inc;Trading Companies & Distributors;Industrials;United States;551460542,9;596,5605429;8,454429173;173,335;#N/A N/A;46,118;11,073;21,859;26,959;42,18957163;25,9115034;2,771517905;197,841;3,015353455;44,16127883;765;14,851517;4,494764473;;
PCRX UW Equity;Pacira BioSciences Inc;Pharmaceuticals;Health Care;United States;3180600870;3653,03987;65,61068222;541,533;#N/A N/A;401,278;89,924;130,448;472,439;38,28188433;28,00380128;5,799569721;541,533;6,745738246;41,8302925;697;#N/A N/A;7,752066818;;
IAC UW Equity;IAC/InterActiveCorp;Interactive Media & Services;Communication Services;United States;8662122359;9834,109359;625,2854941;3699,627;#N/A N/A;2392,655;-137,067;12,787;579,512;#N/A N/A;769,0708813;2,216633115;3789,045;2,658135363;#N/A N/A;#N/A N/A;8,760904917;16,15154717;;
REGI UW Equity;Renewable Energy Group Inc;Oil & Gas Refining & Marketing;Energy;United States;3072967467;2873,268467;#N/A N/A;3244,05;#N/A N/A;369,893;223,485;312,317;-199,699;12,78084822;9,199846525;0,900341757;3244,05;0,885704125;13,44802575;1093;14,64748718;6,591112961;;
MTCH UW Equity;Match Group Inc;Interactive Media & Services;Communication Services;United States;24522752768;27758,23677;#N/A N/A;2983,277;#N/A N/A;2143,969;851,679;943,192;3226,297;32,46831972;29,430102;7,935055544;2983,277;9,304612602;98,83080855;2500;#N/A N/A;9,309326623;;
SGMO UW Equity;Sangamo Therapeutics Inc;Biotechnology;Health Care;United States;779469840,9;362,8338409;#N/A N/A;110,701;#N/A N/A;#N/A N/A;-183,337;-163,059;-416,636;#N/A N/A;#N/A N/A;6,974174822;110,701;3,277602198;#N/A N/A;431;#N/A N/A;-161,0518424;;
ODP UW Equity;ODP Corp/The;Specialty Stores;Consumer Discretionary;United States;2146030371;2633,030371;-185,3333333;8465;#N/A N/A;1863;234;728;487;9,305572574;3,61679996;0,263658601;8873;0,311049069;11,27331638;37000;-12,5376733;-2,45717661;;
SPSC UW Equity;SPS Commerce Inc;Application Software;Information Technology;United States;4335003565;4098,227565;#N/A N/A;385,276;#N/A N/A;253,598;55,085;83,088;-236,776;73,2544768;49,32394046;11,22884177;385,276;10,63712135;99,12908148;1901;9,855908418;11,5753382;;
USM UN Equity;United States Cellular Corp;Wireless Telecommunication Services;Communication Services;United States;2594320002;6214,320002;310,5555556;4122;#N/A N/A;2214;170;1029;3593;29,85199669;6,039183675;0,632232151;4121;1,507598254;15,41270652;4800;3,482920295;3,760310529;;
OGN UN Equity;Organon & Co;Pharmaceuticals;Health Care;United States;8316440951;16894,44095;1578,964683;6304;#N/A N/A;3922;1808;2003;21;10,39018509;#N/A N/A;1,318913745;6305;2,679530682;5,711937119;#N/A N/A;#N/A N/A;21,43083756;;
UTL UN Equity;Unitil Corp;Multi-Utilities;Utilities;United States;814918341;1383,418341;55,51512605;473,3;#N/A N/A;230,5;77,8;137,3;568,3;17,78172675;10,07588012;1,657371308;473,3;2,922920644;21,70999869;512;4,995366881;7,627297697;;
HMST UW Equity;HomeStreet Inc;Regional Banks;Financials;United States;996890037,9;#N/A N/A;#N/A N/A;364,27;347,032;#N/A N/A;#N/A N/A;#N/A N/A;101,812;#N/A N/A;#N/A N/A;2,960932127;364,27;#N/A N/A;9,452381064;991;13,33718409;33,25975703;;
VLGEA UW Equity;Village Super Market Inc;Food Retail;Consumer Staples;United States;344139526,6;608,9185266;22,72634471;2030,33;#N/A N/A;565,044;29,163;102,541;283,53;14,1948977;7,814161394;0,156005638;2048,995;0,297179118;12,8173943;7268;5,803445815;0,984766023;;
VSEC UW Equity;VSE Corp;Diversified Support Services;Industrials;United States;555498031;872,708031;18,13864353;750,853;#N/A N/A;43,627;21,52;52,836;317,21;38,01048791;16,5172994;0,729633789;750,853;1,162288798;55,3103526;2500;#N/A N/A;1,060926706;;
SMPL UR Equity;Simply Good Foods Co/The;Packaged Foods & Meats;Consumer Staples;United States;3436725936;3881,655936;56,83412021;1005,613;#N/A N/A;409,766;173,675;198,601;424,889;19,95802343;17,772743;3,243653537;1055,726;3,676764554;32,04346797;263;5,223877874;4,065182133;;
QMCO UQ Equity;Quantum Corp;Technology Hardware, Storage & Peripherals;Information Technology;United States;144277080;245,80608;#N/A N/A;349,576;#N/A N/A;150,753;8,403;18,818;75,896;#N/A N/A;27,85022434;0,363303069;370,049;0,664252788;#N/A N/A;827;#N/A N/A;-10,1434309;;
WASH UW Equity;Washington Trust Bancorp Inc;Regional Banks;Financials;United States;939707532;#N/A N/A;#N/A N/A;245,389;228,829;#N/A N/A;#N/A N/A;#N/A N/A;18,198;#N/A N/A;#N/A N/A;3,824471168;245,389;#N/A N/A;11,83404083;623;7,464186953;33,59277015;;
INDT UQ Equity;Indus Realty Trust Inc;Industrial REITs;Real Estate;United States;733809741,7;753,3647417;21,00838165;42,339;#N/A N/A;#N/A N/A;3,875;19,227;19,555;194,4167075;39,18264637;13,27588248;42,339;17,7936357;#N/A N/A;#N/A N/A;#N/A N/A;33,40655188;;
VERU UR Equity;Veru Inc;Personal Products;Consumer Staples;United States;394648220,6;292,7525946;#N/A N/A;61,259528;#N/A N/A;47,927223;12,972657;13,547424;-121,251711;#N/A N/A;#N/A N/A;6,390714384;60,777671;4,816778757;#N/A N/A;252;#N/A N/A;12,07056966;;
ACRE UN Equity;Ares Commercial Real Estate Corp;Mortgage REITs;Financials;United States;702664357;1714,059357;#N/A N/A;152,149;102,069;#N/A N/A;111,272;112,097;1011,395;28,01116742;15,29085843;4,128072389;152,149;11,26566298;10,26206904;2100;0,293802913;39,73736272;;
WRE UN Equity;Washington Real Estate Investment Trust;Diversified REITs;Real Estate;United States;2118135281;2381,788281;#N/A N/A;169,151;#N/A N/A;#N/A N/A;-4,593;90,967;263,346;#N/A N/A;26,18299252;10,33486835;198,177;14,08084067;#N/A N/A;53;#N/A N/A;9,686020183;;
WSBC UW Equity;WesBanco Inc;Regional Banks;Financials;United States;2193699959;#N/A N/A;#N/A N/A;617,752;590,718;#N/A N/A;#N/A N/A;#N/A N/A;-745,185;#N/A N/A;#N/A N/A;3,796470777;617,75;#N/A N/A;9,941840724;2389;5,375707299;41,01110852;;
XPER UW Equity;Xperi Holding Corp;Systems Software;Information Technology;United States;1697859774;2263,611774;#N/A N/A;877,696;#N/A N/A;750,938;13,812;253,78;574,957;127,9344718;8,919583003;1,961852532;877,696;2,579038499;74,82590931;1900;#N/A N/A;-6,318474734;;
